5/8/20,5/24/20,5/31/20,6/7/20,last_30,last_14,last_7,per_pop_confirmed,per_pop_confirmed_30,per_pop_confirmed_14,per_pop_confirmed_7,rate_increase_30,rate_increase_14,rate_increase_7,tangent_30,tangent_14,tangent_7,trend,per_confirmed_by2021_30,per_confirmed_by2021_14,per_confirmed_by2021_7,State,County,POPESTIMATE2019,UID,iso2,iso3,code3,FIPS,Country_Region,Lat,Long_,Combined_Key,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20
861,1418,1481,1526,665,108,45,4.18460525954973,1.8235665121891025,0.2961581704006362,0.12339923766693174,0.7723577235772358,0.076163610719323,0.030384875084402428,0.060785550406303415,0.02115415502861687,0.01762846252384739,lowering,16.82799974406084,8.584669505502038,7.851325464509987,Kansas,Finney,36467,84020055,US,USA,840,20055,US,38.04340344,-100.7381938,"Finney, Kansas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,9,10,10,11,11,12,12,15,15,17,17,18,21,27,31,35,41,42,56,127,162,162,202,238,270,270,404,503,550,550,586,659,740,791,902,902,992,994,1101,1175,1234,1234,1234,1316,1331,1363,1398,1418,1418,1418,1451,1458,1466,1481,1481,1502,1504,1518,1522,1526,1526
1024,1560,1742,1819,795,259,77,5.410630893244892,2.364734227668878,0.7703976917814331,0.22903715161069632,0.7763671875,0.16602564102564102,0.044202066590126286,0.07882447425562926,0.05502840655581665,0.03271959308724233,lowering,21.806121538415777,16.856539456854755,12.216306255391295,Kansas,Ford,33619,84020057,US,USA,840,20057,US,37.69200114,-99.88825298,"Ford, Kansas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,2,2,2,5,13,16,17,32,51,84,107,127,180,187,208,288,350,419,459,516,544,600,675,702,770,815,832,869,880,930,1061,1099,1132,1170,1229,1250,1296,1311,1311,1400,1411,1437,1437,1555,1555,1601,1601,1622,1622,1732,1732,1787,1789,1794,1794,1813,1819
37,150,318,504,467,354,186,1.258050022465179,1.1656931755778543,0.883630372921971,0.464280365433578,12.621621621621628,2.3600000000000008,0.5849056603773586,0.03885643918592848,0.06311645520871222,0.06632576649051114,rising,9.340189373138303,14.386272705877321,15.053809452491496,Minnesota,Mower,40062,84027099,US,USA,840,27099,US,43.67142874,-92.75234549,"Mower, Minnesota, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,6,6,10,10,11,11,12,13,14,15,15,17,17,17,18,18,20,22,23,25,25,25,25,25,25,26,27,26,26,27,27,28,28,28,28,28,28,28,28,28,28,32,33,35,36,42,45,45,45,48,50,54,56,58,65,72,78,87,112,138,189,206,216,231,254,303,345,354,366,406,446,482
1177,1457,1539,1592,415,135,53,7.360488233390355,1.9187202367192195,0.6241620047158907,0.24504137962920153,0.3525913338997451,0.09265614275909403,0.03443794671864847,0.06395734122397398,0.04458300033684933,0.03500591137560022,lowering,20.663615207976942,16.633752303455015,14.6417177995152,Minnesota,Nobles,21629,84027105,US,USA,840,27105,US,43.67434621,-95.75329576,"Nobles, Minnesota, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,2,12,36,60,76,101,126,196,258,325,352,399,477,615,742,866,899,940,1011,1069,1082,1153,1230,1255,1269,1291,1290,1319,1342,1353,1361,1387,1394,1396,1414,1432,1444,1469,1478,1488,1496,1503,1512,1544,1552,1558,1562,1577,1585
27,109,204,315,288,206,111,1.5607194173314176,1.426943467274439,1.0206609522865777,0.54996779467869,10.66666666666667,1.889908256880733,0.5441176470588235,0.0475647822424813,0.07290435373475555,0.07856682781124143,rising,11.454194123767529,16.72482499416057,17.90261960206963,Mississippi,Wayne,20183,84028153,US,USA,840,28153,US,31.64135687,-88.69573913,"Wayne, Mississippi, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,5,5,5,6,7,8,8,9,9,9,10,10,10,11,12,12,11,17,16,19,19,19,19,20,23,23,24,24,24,25,26,27,27,27,28,29,29,32,33,37,39,39,45,51,58,72,76,125,133,148,154,171,177,210,224,235,262,280,295
391,599,617,637,246,38,20,5.948267812120646,2.2971332524045196,0.3548417219161453,0.18675880100849754,0.6291560102301791,0.0634390651085142,0.032414910858995144,0.07657110841348398,0.025345837279724667,0.02667982871549965,leveling,21.875058362125316,11.220201966303376,11.497672184944573,Nebraska,Colfax,10709,84031037,US,USA,840,31037,US,41.57486951,-97.0868542,"Colfax, Nebraska, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,6,9,9,20,22,23,44,69,116,153,161,241,255,292,338,413,411,419,431,446,467,481,508,516,528,532,559,573,580,592,602,604,604,609,612,612,619,620,624,626,631,635
1323,1582,1663,1704,381,122,41,8.508938380105862,1.9025267152701488,0.6092080295615699,0.20473384600019975,0.28798185941043086,0.07711757269279393,0.024654239326518345,0.06341755717567163,0.04351485925439785,0.02924769228574282,lowering,21.69979027264556,17.560029105020618,14.59245837554037,Nebraska,Dakota,20026,84031043,US,USA,840,31043,US,42.39040144,-96.56656425,"Dakota, Nebraska, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,9,22,29,51,73,86,246,246,332,403,459,608,608,656,942,942,980,980,980,980,1017,1342,1348,1378,1362,1376,1412,1444,1454,1458,1476,1476,1475,1489,1568,1575,1612,1639,1639,1650,1650,1661,1665,1675,1684,1692,1702,1702
1460,2192,2415,2694,1234,502,279,3.774853924082559,1.7290904759903036,0.7034063362618577,0.3909369876833831,0.8452054794520547,0.22901459854014597,0.11552795031055901,0.057636349199676785,0.050243309732989835,0.055848141097626154,leveling,15.763214557615331,14.225462348544443,15.391267272388799,New Mexico,McKinley,71367,84035031,US,USA,840,35031,US,35.58007720000001,-108.262245,"McKinley, New Mexico, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,5,9,9,16,20,24,31,31,40,44,55,70,70,113,113,144,144,191,242,242,265,356,363,416,416,519,573,639,708,720,778,820,953,1027,1064,1116,1144,1233,1274,1337,1402,1508,1522,1585,1628,1681,1730,1787,1864,1888,1953,1987,2034,2044,2086,2086,2215,2236,2270,2291,2348,2406,2451,2480,2515,2542,2617,2657
181783,198123,203303,206969,25186,8846,3666,12.707572760215779,1.5463809920267992,0.5431305588608379,0.2250866638914574,0.1385498093881166,0.04464903115741231,0.01803219824596784,0.051546033067559976,0.03879503991863128,0.03215523769877963,lowering,23.429147638268255,20.776941063291083,19.395862201561943,New York,New York,1628706,84036061,US,USA,840,36061,US,40.76727260000001,-73.97152637,"New York City, New York, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,11,11,12,19,25,55,95,154,269,269,463,814,1871,3954,5151,7530,9654,12305,14904,17856,21873,25573,29776,33768,37453,43119,47439,51809,57159,63306,67551,72181,76876,81803,87028,92384,98308,103208,106763,110465,118302,123146,127352,131334,134267,136591,139348,142227,145855,150473,155113,158258,160489,162338,164841,167478,169690,172354,174331,175651,176874,178351,180216,183289,184417,185357,186123,187250,188545,190357,191600,192593,193230,193821,194550,195675,196484,197266,198731,199301,199968,201051,201999,202751,203764,204377,204872,205406,205940,206511
343,881,917,947,604,66,30,4.7390281739478555,3.0225691838062354,0.33028073862783364,0.1501276084671971,1.7609329446064144,0.07491486946651532,0.03271537622682661,0.10075230612687451,0.023591481330559546,0.021446801209599586,lowering,25.695507848337755,9.64605629070424,9.19996282554457,Oklahoma,Texas,19983,84040139,US,USA,840,40139,US,36.74777635,-101.4889765,"Texas, Oklahoma, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,5,6,9,9,9,9,13,20,32,34,46,59,68,73,85,107,119,131,138,172,201,236,252,274,308,345,403,404,424,474,541,606,658,696,752,784,791,820,851,855,886,890,902,904,908,917,926,934,939,944,944,944
21,131,261,382,361,251,121,2.070124099062483,1.9563214653443886,1.3602124315829405,0.6557199371375928,17.190476190476225,1.9160305343511455,0.46360153256704983,0.06521071551147962,0.09715803082735289,0.09367427673394182,leveling,15.633952925450242,22.278994511151883,21.554373659722383,South Dakota,Beadle,18453,84046005,US,USA,840,46005,US,44.41464384,-98.27858469,"Beadle, South Dakota, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,4,10,12,13,13,14,16,16,20,20,20,21,21,21,21,21,21,21,21,21,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,30,31,37,43,68,68,98,118,132,150,163,190,222,252,275,276,308,341,343,361
1,9,17,25,24,16,8,1.2742099898063202,1.2232415902140672,0.8154943934760448,0.4077471967380224,23.999999999999922,1.7777777777777772,0.47058823529411753,0.04077471967380224,0.0582495995340032,0.0582495995340032,rising,9.755351681957185,13.390126692878985,13.390126692878985,South Dakota,Buffalo,1962,84046017,US,USA,840,46017,US,44.07657829,-99.20814467,"Buffalo, South Dakota, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,7,9,9,9,9,10,12,17,18,21,22,21,22,24
59,409,414,835,776,426,421,11.901368301026226,11.060433295324971,6.071835803876853,6.000570125427594,13.152542372881351,1.0415647921760391,1.0169082125603865,0.3686811098441657,0.4337025574197752,0.8572243036325135,rising,88.58703914861269,102.11150024433948,190.20402345658903,Tennessee,Lake,7016,84047095,US,USA,840,47095,US,36.34180170000001,-89.48921915,"Lake, Tennessee, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,20,46,48,48,49,50,53,55,55,55,57,58,58,59,59,59,59,61,99,300,401,401,401,404,404,403,403,403,406,408,410,413,413,413,413,414,414,765,835,835,835,835
87,135,401,637,550,502,236,3.1718368769606133,2.7386346661355376,2.499626549818254,1.1751232385599761,6.321839080459774,3.718518518518519,0.5885286783042395,0.09128782220451792,0.17854475355844673,0.16787474836571087,leveling,22.159703895500343,40.30914561711753,38.08978453702847,Texas,Jones,20083,84048253,US,USA,840,48253,US,32.73997145,-99.87861576,"Jones, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,7,13,13,13,13,37,37,37,62,62,78,78,84,84,92,92,95,96,101,110,110,112,112,112,115,117,134,134,134,135,101,101,323,323,401,401,606,637,636,637,637
487,579,686,852,365,273,166,4.0687679083094554,1.7430754536771729,1.3037249283667622,0.792741165234002,0.7494866529774128,0.47150259067357514,0.24198250728862977,0.05810251512257243,0.09312320916905445,0.1132487378905717,rising,16.15409105380452,23.438395415472783,27.624505389548368,Texas,Moore,20940,84048341,US,USA,840,48341,US,35.83769242,-101.8930281,"Moore, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,6,6,6,6,8,9,15,21,21,22,22,36,52,59,75,99,106,121,139,162,172,186,192,252,272,294,295,327,350,363,399,399,434,448,454,494,527,526,535,526,534,540,544,552,567,575,579,579,579,579,579,583,583,583,583,604,689,838,840,844,851,852
29,248,451,583,554,335,132,1.7801526717557252,1.6916030534351145,1.0229007633587786,0.4030534351145038,19.103448275862068,1.350806451612903,0.2926829268292683,0.05638676844783715,0.07306434023991275,0.05757906215921483,leveling,13.508600508905854,16.977535441657576,13.75659760087241,Texas,Titus,32750,84048449,US,USA,840,48449,US,33.21339719,-94.96797273,"Titus, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,6,6,6,6,7,8,8,8,8,9,9,11,12,12,15,15,15,15,15,15,16,17,17,20,20,21,23,27,29,35,35,37,59,74,83,96,96,102,129,142,189,248,248,299,321,347,443,443,464,458,467,511,511,583,583
332,474,1455,1851,1519,1377,396,2.5366241383563333,2.0816488742103028,1.8870510202683257,0.5426813391621329,4.5753012048192785,2.9050632911392404,0.2721649484536083,0.06938829580701009,0.13478935859059468,0.07752590559459041,leveling,16.969389666214433,30.57281072520003,18.66201250203114,Texas,Walker,72971,84048471,US,USA,840,48471,US,30.73872995,-95.57440968,"Walker, Texas, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,3,3,3,3,5,7,5,8,10,10,15,15,15,15,17,17,21,38,38,58,67,68,77,73,114,114,136,151,164,164,192,200,212,245,269,269,298,298,298,303,315,337,340,342,342,393,374,374,405,421,423,442,552,552,436,436,475,475,716,869,869,945,1456,1574,1730,1801,1843,1850
44,55,73,239,195,184,166,2.1083274523641498,1.7201834862385321,1.6231474947071278,1.4643613267466478,4.431818181818181,3.3454545454545452,2.273972602739725,0.05733944954128441,0.11593910676479484,0.20919447524952112,rising,14.034932956951305,26.22366165944148,45.62077830426454,Virginia,Greensville,11336,84051081,US,USA,840,51081,US,36.67878901,-77.56351439,"Greensville, Virginia, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,4,4,4,5,5,6,7,8,8,10,15,16,16,18,18,18,21,23,24,30,30,30,30,36,36,38,39,39,39,39,41,41,43,44,44,46,47,48,49,49,50,50,50,50,54,55,55,55,55,55,57,58,63,69,73,74,100,150,213,229,239
1579,2812,3585,4509,2930,1697,924,1.797323745480781,1.1679216177109533,0.6764378789267876,0.3683138480426351,1.855604813172894,0.6034850640113798,0.25774058577405856,0.038930720590365106,0.048316991351913405,0.05261626400609073,rising,9.894913628276724,11.847257946678768,12.741506658747653,Washington,Yakima,250873,84053077,US,USA,840,53077,US,46.45738486,-120.7380126,"Yakima, Washington, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,5,7,7,10,13,16,16,25,47,61,66,82,140,147,161,161,224,240,289,326,363,380,400,433,447,511,535,538,614,635,674,707,759,804,835,868,886,879,923,976,1015,1034,1046,1082,1128,1203,1272,1296,1372,1389,1449,1547,1686,1781,1864,1916,1946,2002,2052,2217,2253,2370,2444,2518,2551,2594,2594,2958,3008,3048,3231,3369,3458,3749,3817,3938,4031,4141,4366
